ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
Magsaysay,PH112407000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Malalag,PH112408000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Matanao,PH112410000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Padada,PH112411000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Santa Cruz,PH112412000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Sulop,PH112414000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Baganga,PH112501000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Banaybanay,PH112502000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Boston,PH112503000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Caraga,PH112504000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Cateel,PH112505000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Governor Generoso,PH112506000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Lupon,PH112507000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Manay,PH112508000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
City of Mati,PH112509000,,Capital,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
San Isidro,PH112510000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Tarragona,PH112511000,,,,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
Compostela,PH118201000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Laak,PH118202000,,San Vicente,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Mabini,PH118203000,,Doña Alicia,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Maco,PH118204000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Maragusan,PH118205000,,San Mariano,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Mawab,PH118206000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Monkayo,PH118207000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Montevista,PH118208000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Nabunturan,PH118209000,,Capital,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
New Bataan,PH118210000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Pantukan,PH118211000,,,,Compostela Valley,PH118200000,Region XI,PH110000000,Philippines (the),PH
Don Marcelino,PH118601000,,,,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Jose Abad Santos,PH118602000,,Trinidad,,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Malita,PH118603000,,,,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Santa Maria,PH118604000,,,,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Sarangani,PH118605000,,,,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Alamada,PH124701000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Carmen,PH124702000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Kabacan,PH124703000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
City of Kidapawan,PH124704000,,Capital,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Libungan,PH124705000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Magpet,PH124706000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Makilala,PH124707000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Matalam,PH124708000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Midsayap,PH124709000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
M'Lang,PH124710000,MLang,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Pigkawayan,PH124711000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Pikit,PH124712000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
President Roxas,PH124713000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Tulunan,PH124714000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Antipas,PH124715000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Banisilan,PH124716000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Aleosan,PH124717000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Arakan,PH124718000,,,,Cotabato,PH124700000,Region XII,PH120000000,Philippines (the),PH
Banga,PH126302000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
General Santos City,PH126303000,,Dadiangas,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
City of Koronadal,PH126306000,,Capital,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Norala,PH126311000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Polomolok,PH126312000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Surallah,PH126313000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Tampakan,PH126314000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Tantangan,PH126315000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
T'Boli,PH126316000,TBoli,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Tupi,PH126317000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Santo Niño,PH126318000,Santo Nino,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Lake Sebu,PH126319000,,,,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Bagumbayan,PH126501000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Columbio,PH126502000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Esperanza,PH126503000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Isulan,PH126504000,,Capital,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Kalamansig,PH126505000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Lebak,PH126506000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Lutayan,PH126507000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Lambayong,PH126508000,,Mariano Marcos,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Palimbang,PH126509000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
President Quirino,PH126510000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
City of Tacurong,PH126511000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Sen. Ninoy Aquino,PH126512000,,,,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Alabel,PH128001000,,Capital,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Glan,PH128002000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Kiamba,PH128003000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Maasim,PH128004000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Maitum,PH128005000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Malapatan,PH128006000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Malungon,PH128007000,,,,Sarangani,PH128000000,Region XII,PH120000000,Philippines (the),PH
Cotabato City,PH129804000,,,,Cotabato City,PH129800000,Region XII,PH120000000,Philippines (the),PH
Tondo I / II,PH133901000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Binondo,PH133902000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Quiapo,PH133903000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
San Nicolas,PH133904000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Santa Cruz,PH133905000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Sampaloc,PH133906000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
San Miguel,PH133907000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Ermita,PH133908000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Intramuros,PH133909000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Malate,PH133910000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Paco,PH133911000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Pandacan,PH133912000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Port Area,PH133913000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Santa Ana,PH133914000,,,,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,Philippines (the),PH
City of Mandaluyong,PH137401000,,,,"NCR, Second District",PH137400000,National Capital Region,PH130000000,Philippines (the),PH
City of Marikina,PH137402000,,,,"NCR, Second District",PH137400000,National Capital Region,PH130000000,Philippines (the),PH
City of Pasig,PH137403000,,,,"NCR, Second District",PH137400000,National Capital Region,PH130000000,Philippines (the),PH
Quezon City,PH137404000,,,,"NCR, Second District",PH137400000,National Capital Region,PH130000000,Philippines (the),PH
City of San Juan,PH137405000,,,,"NCR, Second District",PH137400000,National Capital Region,PH130000000,Philippines (the),PH
Caloocan City,PH137501000,,,,"NCR, Third District",PH137500000,National Capital Region,PH130000000,Philippines (the),PH
City of Malabon,PH137502000,,,,"NCR, Third District",PH137500000,National Capital Region,PH130000000,Philippines (the),PH
City of Navotas,PH137503000,,,,"NCR, Third District",PH137500000,National Capital Region,PH130000000,Philippines (the),PH
City of Valenzuela,PH137504000,,,,"NCR, Third District",PH137500000,National Capital Region,PH130000000,Philippines (the),PH
City of Las Piñas,PH137601000,City of Las Pinas,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
City of Makati,PH137602000,,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
City of Muntinlupa,PH137603000,,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
City of Parañaque,PH137604000,City of Paranaque,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
Pasay City,PH137605000,,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
Pateros,PH137606000,,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
Taguig City,PH137607000,,,,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,Philippines (the),PH
Bangued,PH140101000,,Capital,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Boliney,PH140102000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bucay,PH140103000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bucloc,PH140104000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Daguioman,PH140105000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Danglas,PH140106000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Dolores,PH140107000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
La Paz,PH140108000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lacub,PH140109000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lagangilang,PH140110000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lagayan,PH140111000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Langiden,PH140112000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Licuan-Baay,PH140113000,,Licuan,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Luba,PH140114000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Malibcong,PH140115000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Manabo,PH140116000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Peñarrubia,PH140117000,Penarrubia,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Pidigan,PH140118000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Pilar,PH140119000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Sallapadan,PH140120000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Isidro,PH140121000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Juan,PH140122000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Quintin,PH140123000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tayum,PH140124000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tineg,PH140125000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tubo,PH140126000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Villaviciosa,PH140127000,,,,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Atok,PH141101000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Baguio City,PH141102000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bakun,PH141103000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bokod,PH141104000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Buguias,PH141105000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Itogon,PH141106000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Kabayan,PH141107000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Kapangan,PH141108000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Kibungan,PH141109000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
La Trinidad,PH141110000,,Capital,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Mankayan,PH141111000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Sablan,PH141112000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tuba,PH141113000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tublay,PH141114000,,,,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Banaue,PH142701000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Hungduan,PH142702000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Kiangan,PH142703000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lagawe,PH142704000,,Capital,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lamut,PH142705000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Mayoyao,PH142706000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Alfonso Lista,PH142707000,,Potia,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Aguinaldo,PH142708000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Hingyon,PH142709000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tinoc,PH142710000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Asipulo,PH142711000,,,,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Balbalan,PH143201000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Lubuagan,PH143206000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Pasil,PH143208000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Pinukpuk,PH143209000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Rizal,PH143211000,,Liwan,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
City of Tabuk,PH143213000,,Capital,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tanudan,PH143214000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tinglayan,PH143215000,,,,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Barlig,PH144401000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bauko,PH144402000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Besao,PH144403000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Bontoc,PH144404000,,Capital,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Natonin,PH144405000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Paracelis,PH144406000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Sabangan,PH144407000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Sadanga,PH144408000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Sagada,PH144409000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Tadian,PH144410000,,,,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Calanasan,PH148101000,,Bayag,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Conner,PH148102000,,,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Flora,PH148103000,,,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Kabugao,PH148104000,,Capital,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Luna,PH148105000,,,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Pudtol,PH148106000,,,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Santa Marcela,PH148107000,,,,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
City of Lamitan,PH150702000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lantawan,PH150703000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Maluso,PH150704000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sumisip,PH150705000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tipo-Tipo,PH150706000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tuburan,PH150707000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Akbar,PH150708000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Al-Barka,PH150709000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Hadji Mohammad Ajul,PH150710000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Ungkaya Pukan,PH150711000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Hadji Muhtamad,PH150712000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tabuan-Lasa,PH150713000,,,,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Bacolod-Kalawi,PH153601000,,Bacolod Grande,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Balabagan,PH153602000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Balindong,PH153603000,,Watu,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Bayang,PH153604000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Binidayan,PH153605000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Bubong,PH153606000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Butig,PH153607000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Ganassi,PH153609000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Kapai,PH153610000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lumba-Bayabao,PH153611000,,Maguing,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lumbatan,PH153612000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Madalum,PH153613000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Madamba,PH153614000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Malabang,PH153615000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Marantao,PH153616000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Marawi City,PH153617000,,Capital,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Masiu,PH153618000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Mulondo,PH153619000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pagayawan,PH153620000,,Tatarikan,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Piagapo,PH153621000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Poona Bayabao,PH153622000,,Gata,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Pualas,PH153623000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Ditsaan-Ramain,PH153624000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Saguiaran,PH153625000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tamparan,PH153626000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Taraka,PH153627000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tubaran,PH153628000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tugaya,PH153629000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Wao,PH153630000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Marogong,PH153631000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Calanogas,PH153632000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Buadiposo-Buntong,PH153633000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Maguing,PH153634000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Picong,PH153635000,,Sultan Gumander,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lumbayanague,PH153636000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Bumbaran,PH153637000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tagoloan II,PH153638000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Kapatagan,PH153639000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Dumalondong,PH153640000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Lumbaca-Unayan,PH153641000,,,,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Ampatuan,PH153801000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Buldon,PH153802000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Buluan,PH153803000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Paglas,PH153805000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Piang,PH153806000,,,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Datu Odin Sinsuat,PH153807000,,Dinaig,,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
